,binder_pdf_scan_page,year,month,day,time_start,time_end,age,sex,lek_name,observer,capture_technique,left_tag_color,left_tag_number,left_tag_code,right_tag_color,right_tag_number,right_tag_code,wygf_leg_band,dominance,weight_bird_and_bag_kg,weight_bag_kg,weight_bird_kg,total_length_mm,tail_length_mm,num_tail_feathers,head_length_mm,wing_length_mm,bill_length_mm,bill_depth_mm,keel_length_mm,comb_length_mm,tarsus_length_mm,toe_length_mm,air_sac_color,comb_color,lice_back_of_head,num_lice_on_comb,num_lice_on_air_sac_left,num_lice_on_air_sac_right,total_num_lice_on_air_sacs,lice_ID_ifpresent,hematomas_combs,num_hematomas_on_comb_left,num_hematomas_on_comb_right,total_num_hematomas_on_combs,hematomas_comb_comments,hematomas_air_sacs,num_hematomas_on_air_sac_left,num_hematomas_on_air_sac_right,total_num_hematomas_on_air_sacs,hematomas_air_sacs_comments,hematoma_group,hematomas_applied,cut_feathers,collect,labelled,samples_collected_blood,blood_smear,blood_tryps,blood_malaria,blood_leuco,blood_haema,samples_collected_fecal,fecal_samples_mites,fecal_samples_spores,fecal_samples_coccidia,fecal_samples_comments,samples_collected_ectoparasites,samples_collected_cecal,hematocrit_cells_1,hematocrit_cells_2,hematocrit_plasma_1,hematocrit_plasma_2,hematocrit_total_1,hematocrit_total_2,slide_number,box_number,existing_injuries,handling_injury,stresses_while_handling_describe,comments
25,16,1987,4,9,NA,NA,adult,male,broken_wing,NA,NA,purple,524,P524,purple,523,P523,NA,NA,NA,NA,3.5,721,286,NA,NA,302,39,22.45,160,24.2,71,68,bistre yellow,olive yellow,no,NA,NA,NA,NA,NA,yes,NA,NA,NA,NA,yes,NA,NA,NA,NA,NA,NA,yes,yes,yes,yes,no,no,yes,NA,NA,yes,no,yes,no,NA,yes,NA,9,NA,3.5,NA,12.5,NA,NA,NA,NA,NA,NA,Shortened toenail lateral toe of foot
26,17,1987,4,9,NA,NA,adult,male,broken_wing,NA,NA,green,315,G315,green,314,G314,NA,NA,NA,NA,3.35,788,317,NA,NA,325,39.95,22.55,146,25.9,72,76,bistre yellow,yellow olive,no,NA,NA,NA,NA,NA,yes,NA,NA,NA,NA,no,NA,NA,NA,NA,NA,NA,yes,yes,yes,yes,no,no,no,NA,NA,yes,no,yes,no,NA,yes,NA,9.5,NA,8.5,NA,18,NA,NA,NA,NA,NA,NA,"Wing found in wing barrel, sept 25, 1989, by Joe Bohne. Wing well dried - unusual, another bird was shot in 87, 88, or 89. Wing barrel location - 0 everland trail, rt. 230."
27,18,1987,4,9,NA,NA,adult,male,broken_wing,NA,NA,white,423,W423,white,418,W418,NA,NA,NA,NA,3.15,744,311,NA,NA,304,38.9,20.9,136,23.3,69,66,bistre yellow,olive yellow,no,NA,NA,NA,NA,NA,yes,NA,NA,NA,NA,no,NA,NA,NA,NA,NA,NA,yes,yes,yes,yes,no,NA,NA,NA,NA,yes,NA,NA,NA,NA,yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
28,19,1987,4,10,NA,NA,adult,male,broken_wing,NA,NA,red,124,R124,blue,224,B224,NA,NA,NA,NA,3.35,733,304,NA,NA,313,39.5,23.95,153,26.4,70,62,bistre yellow,olive yellow,no,NA,NA,NA,NA,NA,no,NA,NA,NA,NA,no,NA,NA,NA,NA,NA,NA,yes,yes,yes,yes,no,no,yes,NA,NA,yes,no,yes,no,NA,yes,NA,3,NA,9.5,NA,12.5,NA,NA,NA,NA,NA,NA,"Moon too bright, have tried ~5 bird, flush before on them. Birds were strutting int he moonlight. Evil eye, air sacs very even color, no blotches, well-behaved, ""beautiful"" bird"
29,20,1987,4,14,NA,NA,juven,male,broken_wing,NA,NA,purple,521,P521,red,121,R121,NA,NA,NA,NA,3.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,NA,NA,NA,NA,NA,no,NA,NA,NA,NA,no,NA,NA,NA,NA,NA,NA,no,no,no,yes,no,no,yes,NA,NA,no,no,yes,no,NA,yes,NA,14,NA,13.5,NA,27.5,NA,NA,NA,NA,NA,NA,*Recapture. Lice on the back of the head: big red blotches on back of head
30,21,1987,4,14,NA,NA,adult,male,broken_wing,NA,NA,blue,294,B294,white,414,W414,NA,NA,NA,NA,3.5,781,331,NA,NA,295,38.75,24.65,135,22.8,74,68,bistre yellow,front  -> back; olive yellow; yellow olive,no,NA,NA,NA,NA,NA,no,NA,NA,NA,NA,no,NA,NA,NA,NA,NA,NA,yes,yes,yes,yes,no,no,yes,NA,NA,yes,no,yes,no,NA,yes,NA,9,NA,18,NA,27,NA,NA,NA,NA,NA,NA,"No lice . ""2 bags"" written next to weight"
31,22,1987,4,14,NA,NA,adult,male,broken_wing,NA,NA,blue,217,B217,green,312,G312,NA,NA,NA,NA,3.15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,NA,NA,NA,NA,NA,no,NA,NA,NA,NA,yes,NA,NA,NA,NA,NA,NA,no,no,no,yes,no,no,no,NA,NA,yes,no,yes,no,NA,no,NA,10,NA,14.5,NA,24.5,NA,NA,NA,NA,NA,NA,*Recapture. left sac is covered by hematomas
32,23,1987,4,14,NA,NA,adult,male,broken_wing,NA,NA,green,348,G348,white,415,W415,NA,NA,NA,NA,3.1,892,312,NA,NA,313,37.35,20.405,141,22.75,72,70,bistre yellow,yellow olive,no,NA,NA,NA,NA,NA,yes,NA,NA,NA,NA,yes,NA,NA,NA,NA,NA,NA,yes,yes,yes,yes,no,no,yes,NA,NA,yes,no,yes,no,NA,yes,NA,12,NA,9.5,NA,21.5,NA,NA,NA,NA,NA,NA,NA
33,24,1987,4,14,NA,NA,juven,female,broken_wing,NA,NA,red,112,R112,white,424,W424,NA,NA,NA,NA,1.65,548,201,NA,NA,261,31.95,20.4,108,NA,59,56,NA,NA,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,no,no,no,no,NA,NA,NA,NA,no,NA,NA,NA,NA,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Radio 150.933
34,25,1987,4,14,NA,NA,adult,male,broken_wing,NA,NA,green,320,G320,purple,519,P519,NA,NA,NA,NA,3.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,NA,NA,NA,NA,NA,no,NA,NA,NA,NA,yes,NA,NA,NA,NA,NA,NA,no,no,no,yes,no,no,yes,NA,NA,no,no,yes,no,NA,no,NA,12.5,NA,11.5,NA,24,NA,NA,NA,NA,NA,NA,*Recapture
35,26,1987,4,14,NA,NA,juven,female,broken_wing,NA,NA,purple,595,P595,purple,592,P592,NA,NA,NA,NA,1.8,564,201,NA,NA,266,30.65,20.5,122,NA,64,60,NA,NA,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,no,no,yes,no,NA,NA,NA,NA,no,NA,NA,NA,NA,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
36,27,1987,4,19,NA,NA,NA,female,broken_wing,NA,NA,blue,210,B210,orange,38,O38,NA,NA,NA,NA,1.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,no,no,yes,no,NA,NA,NA,NA,yes,NA,NA,NA,NA,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,*Recapture. Radio collar - # worn off . Seems to fly okay w/radio
37,1,1987,4,9,NA,NA,adult,male,mud_springs,NA,NA,white,443,W443,orange,41,O41,NA,NA,NA,NA,3.5,784,301,NA,NA,319,38.7,21.9,133,25.3,69,75,yellow,yellow green,no,NA,NA,NA,NA,NA,yes,NA,NA,NA,NA,yes,NA,NA,NA,NA,NA,NA,yes,yes,yes,yes,no,no,yes,NA,NA,yes,NA,NA,NA,NA,yes,NA,6.5,NA,7,NA,13.5,NA,NA,NA,NA,NA,NA,NA
38,2,1987,4,9,NA,NA,adult,male,mud_springs,NA,NA,purple,569,P569,orange,42,O42,NA,NA,NA,NA,3.3,771,301,NA,NA,312,36.8,21.5,134,22.4,71,70,yellow,yellow green,no,NA,NA,NA,NA,NA,yes,NA,NA,NA,NA,no,NA,NA,NA,NA,NA,NA,yes,yes,yes,yes,no,no,no,NA,NA,yes,NA,NA,NA,NA,yes,NA,5,NA,6.5,NA,11.5,NA,NA,NA,NA,NA,NA,NA
39,3,1987,4,9,NA,NA,adult,male,mud_springs,NA,NA,blue,272,B272,orange,40,O40,NA,NA,NA,NA,3.3,796,303,NA,NA,315,38,22.8,130,23.5,70,72,yellow green,green,no,NA,NA,NA,NA,NA,no,NA,NA,NA,NA,yes,NA,NA,NA,NA,NA,NA,yes,yes,yes,yes,no,no,no,NA,NA,no,NA,NA,NA,NA,yes,NA,6,NA,5,NA,11,NA,NA,NA,NA,NA,NA,no lice on air sacs
40,4,1987,4,9,NA,NA,adult,male,mud_springs,NA,NA,red,197,R197,orange,36,O36,NA,NA,NA,NA,3.4,767,290,NA,NA,310,37.4,22.2,134,24.5,71,69,yellow,yellow green,no,NA,NA,NA,NA,NA,no,NA,NA,NA,NA,yes,NA,NA,NA,NA,NA,NA,yes,yes,yes,yes,no,no,no,NA,NA,yes,NA,NA,NA,NA,yes,NA,4,NA,12.5,NA,16.5,NA,NA,NA,NA,NA,NA,Gross! Diarrhea
41,5,1987,4,9,NA,NA,adult,male,mud_springs,NA,NA,red,192,R192,blue,267,B267,NA,NA,NA,NA,3.2,777,328,NA,NA,310,38.4,22.6,133,22.9,70,68,yellow,yellow green,yes,NA,NA,NA,NA,NA,no,NA,NA,NA,NA,yes,NA,NA,NA,NA,NA,NA,yes,yes,yes,yes,no,no,no,NA,NA,yes,NA,NA,NA,NA,yes,NA,6.5,NA,9.5,NA,16,NA,NA,NA,NA,NA,NA,NA
42,6,1987,4,9,NA,NA,adult,male,mud_springs,NA,NA,green,391,G391,orange,33,O33,NA,NA,NA,NA,3.4,765,331,NA,NA,321,38.8,22.9,138,24.9,75,75,yellow,yellow green,no,NA,NA,NA,NA,NA,no,NA,NA,NA,NA,no,NA,NA,NA,NA,NA,NA,yes,yes,yes,yes,no,no,no,NA,NA,no,NA,NA,NA,NA,yes,NA,8.5,NA,5.5,NA,14,NA,NA,NA,NA,NA,NA,Radio 150.998
43,7,1987,4,9,NA,NA,adult,male,mud_springs,NA,NA,white,447,W447,white,444,W444,NA,NA,NA,NA,3.4,730,292,NA,NA,316,37.4,21.7,131,24.8,71,73,yellow green,green,no,NA,NA,NA,NA,NA,yes,NA,NA,NA,NA,no,NA,NA,NA,NA,NA,NA,yes,yes,yes,yes,no,no,NA,NA,NA,no,NA,NA,NA,NA,yes,NA,8,NA,5.5,NA,13.5,NA,NA,NA,NA,NA,NA,"Lots of red on comb,"
44,8,1987,4,11,NA,NA,adult,female,mud_springs,NA,NA,purple,515,P515,red,115,R115,NA,NA,NA,NA,1.7,528,205,NA,NA,255,32.4,19.9,100,NA,56,53,NA,NA,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,no,no,no,no,NA,NA,NA,NA,no,NA,NA,NA,NA,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
45,9,1987,4,11,NA,NA,juven,male,mud_springs,NA,NA,red,116,R116,white,411,W411,NA,NA,NA,NA,3,700,269,NA,NA,290,39.45,23.55,128,24.8,66,70,bistre yellow,brown,no,NA,NA,NA,NA,NA,yes,NA,NA,NA,NA,yes,NA,NA,NA,NA,NA,NA,yes,yes,yes,no,no,no,no,NA,NA,no,NA,NA,NA,NA,no,NA,11.5,NA,3.5,NA,15,NA,NA,NA,NA,NA,NA,NA
46,10,1987,4,11,NA,NA,adult,male,mud_springs,NA,NA,white,425,W425,blue,223,B223,NA,NA,NA,NA,3,700,300,NA,NA,300,38.2,22.7,128,23.7,64,65,bistre yellow,olive yellow,no,NA,NA,NA,NA,NA,yes,NA,NA,NA,NA,no,NA,NA,NA,NA,NA,NA,no,no,no,no,no,no,no,NA,NA,no,NA,NA,NA,NA,yes,NA,7.5,NA,3.5,NA,11,NA,NA,NA,NA,NA,NA,NA
47,11,1987,4,11,NA,NA,adult,male,mud_springs,NA,NA,blue,225,B225,purple,513,P513,NA,NA,NA,NA,3.2,721,323,NA,NA,313,39.4,24.1,126,23.2,75,69,chrome yellow,green yellow,no,NA,NA,NA,NA,NA,yes,NA,NA,NA,NA,no,NA,NA,NA,NA,NA,NA,yes,yes,yes,yes,no,no,yes,NA,NA,yes,NA,NA,NA,NA,yes,NA,10,NA,3.5,NA,13.5,NA,NA,NA,NA,NA,NA,Feisty bastard
48,12,1987,4,11,NA,NA,adult,male,mud_springs,NA,NA,blue,221,B221,blue,215,B215,NA,NA,NA,NA,3.2,695,328,NA,NA,311,40.4,22,146,21.9,71,67,bistre yellow,olive yellow,no,NA,NA,NA,NA,NA,yes,NA,NA,NA,NA,yes,NA,NA,NA,NA,NA,NA,yes,yes,yes,yes,no,no,no,NA,NA,yes,NA,NA,NA,NA,yes,NA,12,NA,4,NA,16,NA,NA,NA,NA,NA,NA,"Diarrhea, pooped all over himself"
49,13,1987,4,11,NA,NA,adult,male,mud_springs,NA,NA,green,317,G317,green,316,G316,NA,NA,NA,NA,3.2,650,309,NA,NA,316,37.6,23.8,126,26.1,67,61,bistre yellow,greenish yellow,no,NA,NA,NA,NA,NA,no,NA,NA,NA,NA,no,NA,NA,NA,NA,NA,NA,no,no,no,no,no,no,no,NA,NA,no,NA,NA,NA,NA,yes,NA,8,NA,5.5,NA,13.5,NA,NA,NA,NA,NA,NA,NA
50,14,1987,4,12,NA,NA,adult,male,mud_springs,NA,NA,orange,24,O24,red,114,R114,NA,NA,NA,NA,3.2,680,320,NA,NA,312,39.6,23.5,145,25.1,75,69,bistre yellow,olive yellow,no,NA,NA,NA,NA,NA,no,NA,NA,NA,NA,no,NA,NA,NA,NA,NA,NA,yes,yes,yes,yes,no,no,no,yes,yes,yes,NA,NA,NA,NA,yes,NA,7.5,NA,4,NA,11.5,NA,NA,NA,NA,NA,NA,Collected 1 louse back of head.  Blood under left (?). 1 louse both sides.
51,15,1987,4,12,NA,NA,adult,male,mud_springs,NA,NA,purple,593,P593,green,349,G349,NA,NA,NA,NA,3.5,790,351,NA,NA,310,41,25.6,145,25.15,69,66,bistre yellow,yellow olive,no,NA,NA,NA,NA,NA,no,NA,NA,NA,NA,no,NA,NA,NA,NA,NA,NA,yes,yes,yes,yes,no,no,no,NA,NA,yes,NA,NA,NA,NA,yes,NA,7.5,NA,3,NA,10.5,NA,NA,NA,NA,NA,NA,"Very even sac colour. Mean jerk, bit me 8 times"
52,16,1987,4,12,NA,NA,adult,male,mud_springs,NA,NA,orange,13,O13,blue,298,B298,NA,NA,NA,NA,3.2,730,231,NA,NA,313,36.75,23.6,127,25.65,71,68,bistre yellow,olive yellow,yes,NA,NA,NA,NA,NA,yes,NA,NA,NA,NA,yes,NA,NA,NA,NA,NA,NA,no,no,no,no,no,no,no,NA,NA,no,NA,NA,NA,NA,no,NA,9.5,NA,5,NA,14.5,NA,NA,NA,NA,NA,NA,"1 spot right, 0 left (written next to air sacs (+/-)). 1 small spot (written next to combs (+/-))"
53,17,1987,4,12,NA,NA,adult,male,mud_springs,NA,NA,white,413,W413,green,344,G344,NA,NA,NA,NA,3.1,740,332,NA,NA,301,38.6,24.75,125,23.3,75,65,bistre yellow,olive yellow,no,NA,NA,NA,NA,NA,no,NA,NA,NA,NA,no,NA,NA,NA,NA,NA,NA,yes,yes,yes,yes,no,no,NA,NA,NA,yes,NA,NA,NA,NA,yes,NA,11,NA,6,NA,17,NA,NA,NA,NA,NA,NA,3 (written next to airsacs (+/-))
54,18,1987,4,12,NA,NA,adult,male,mud_springs,NA,NA,purple,599,P599,purple,596,P596,NA,NA,NA,NA,3.1,734,296,NA,NA,313,40.95,25.7,132,23.9,70,69,chrome yellow,olive yellow,no,NA,NA,NA,NA,NA,yes,NA,NA,NA,NA,yes,NA,NA,NA,NA,NA,NA,yes,yes,yes,yes,no,no,NA,NA,yes,yes,NA,NA,NA,NA,yes,NA,7,NA,7,NA,14,NA,NA,NA,NA,NA,NA,NA
55,19,1987,4,12,NA,NA,adult,male,mud_springs,NA,NA,green,350,G350,blue,300,B300,NA,NA,NA,NA,3.2,697,325,NA,NA,311,39.9,22.3,129,25.5,75,66,bistre yellow,olive yellow,no,NA,NA,NA,NA,NA,no,NA,NA,NA,NA,yes,NA,NA,NA,NA,NA,NA,yes,yes,yes,yes,no,NA,no,NA,NA,yes,NA,NA,NA,NA,yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Diarrhea all over Mike
56,20,1987,4,12,NA,NA,adult,male,mud_springs,NA,NA,red,113,R113,red,111,R111,NA,NA,NA,NA,3,740,319,NA,NA,322,38.45,22.5,121,23.1,73,67,bistre yellow,olive yellow,no,NA,NA,NA,NA,NA,no,NA,NA,NA,NA,yes,NA,NA,NA,NA,NA,NA,yes,yes,yes,yes,no,NA,no,NA,NA,yes,NA,NA,NA,NA,yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Radio 151.091
57,21,1987,4,12,NA,NA,juven,male,mud_springs,NA,NA,purple,600,P600,blue,297,B297,NA,NA,NA,NA,3,660,270,NA,NA,307,39.4,22.1,135,22.1,70,69,bistre yellow,yellow olive,no,NA,NA,NA,NA,NA,yes,NA,NA,NA,NA,yes,NA,NA,NA,NA,NA,NA,yes,yes,yes,yes,no,NA,no,NA,NA,yes,NA,NA,NA,NA,yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
58,22,1987,4,14,NA,NA,adult,female,mud_springs,NA,NA,white,491,W491,white,490,W490,NA,NA,NA,NA,2,580,193,NA,NA,258,29,18,100,NA,56,60,NA,NA,no,NA,NA,NA,NA,NA,no,NA,NA,NA,NA,no,NA,NA,NA,NA,NA,NA,yes,yes,yes,yes,no,NA,NA,NA,NA,no,NA,NA,NA,NA,yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
59,23,1987,4,14,NA,NA,adult,male,mud_springs,NA,NA,orange,980,O980,white,484,W484,NA,NA,NA,NA,3.55,811,327,NA,NA,304,40.3,21.7,139,23.1,71,72,yellow,yellow,no,NA,NA,NA,NA,NA,no,NA,NA,NA,NA,no,NA,NA,NA,NA,NA,NA,yes,yes,yes,yes,no,NA,yes,NA,NA,no,NA,NA,NA,NA,yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Dropnet
60,24,1987,4,14,NA,NA,adult,male,mud_springs,NA,NA,blue,258,B258,white,489,W489,NA,NA,NA,NA,3.4,778,309,NA,NA,307,38.7,21.6,133,22.8,71,71,yellow green,brilliant yellow,no,NA,NA,NA,NA,NA,no,NA,NA,NA,NA,no,NA,NA,NA,NA,NA,NA,yes,yes,yes,yes,no,NA,yes,yes,NA,yes,NA,NA,NA,NA,yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"tag found late May 1990 - predator kill, Big scab left air sac, dropnet"
61,25,1987,4,26,NA,NA,adult,male,mud_springs,NA,NA,orange,79,O79,white,442,W442,NA,NA,NA,NA,2.85,690,310,NA,NA,325,41.11,23.8,130,NA,70,65,bistre yellow,olive yellow,no,NA,NA,NA,NA,NA,no,NA,NA,NA,NA,yes,NA,NA,NA,NA,NA,NA,yes,yes,yes,yes,no,NA,no,NA,NA,no,NA,NA,NA,NA,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Dropnet. Scar on air sac
62,26,1987,4,26,NA,NA,juven,male,mud_springs,NA,NA,orange,22,O22,orange,11,O11,NA,NA,NA,NA,2.7,695,280,NA,NA,321,40.55,23.7,133,22.1,70,65,bistre yellow,olive yellow,no,NA,NA,NA,NA,NA,no,NA,NA,NA,NA,yes,NA,NA,NA,NA,NA,NA,no,no,no,no,no,NA,yes,NA,NA,no,NA,NA,NA,NA,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
63,27,1987,4,26,NA,NA,adult,male,mud_springs,NA,NA,white,476,W476,orange,87,O87,NA,NA,NA,NA,3.1,785,300,NA,NA,313,38.5,21.8,131,24.4,70,69,yellow,yellow green,no,NA,NA,NA,NA,NA,no,NA,NA,NA,NA,yes,NA,NA,NA,NA,NA,NA,yes,yes,yes,no,no,NA,NA,NA,NA,no,NA,NA,NA,NA,yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
64,1,1987,3,31,3:12,NA,NA,male,mule_creek,NA,NA,orange,34,O34,red,200,R200,NA,NA,NA,NA,2.8,717,241,NA,NA,290,36,22.2,133,23.3,70,68,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,One louse on air sac
65,2,1987,4,1,NA,NA,adult,female,mule_creek,NA,NA,blue,275,B275,red,199,R199,NA,NA,NA,NA,1.5,555,200,NA,NA,255,30.55,18.1,115,NA,65,55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
66,1,1987,3,13,NA,NA,adult,male,north,NA,NA,blue,201,B201,blue,202,B202,NA,NA,NA,NA,3.3,790,316,NA,NA,295,35.7,21.9,135,24,70,71,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,yes,yes,yes,yes,NA,NA,NA,NA,yes,NA,NA,NA,NA,yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Pleasant dude
67,2,1987,3,13,NA,NA,adult,male,north,NA,NA,red,102,R102,red,101,R101,NA,NA,NA,NA,3.5,794,313,NA,NA,308,35.7,21.2,130,19.9,72,67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,yes,yes,yes,yes,NA,NA,NA,NA,yes,NA,NA,NA,NA,yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Feisty dude
68,3,1987,3,13,NA,NA,adult,male,north,NA,NA,green,302,G302,green,301,G301,NA,NA,NA,NA,3.4,790,303,NA,NA,312,36.6,21.7,121,20.7,70,71,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,yes,yes,yes,yes,NA,NA,NA,NA,no,NA,NA,NA,NA,yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Feisty dude
69,4,1987,3,14,NA,NA,adult,male,north,NA,NA,white,403,W403,orange,1,O0001,NA,NA,NA,NA,3.4,732,295,NA,NA,308,36.8,21.5,129,18.9,70,69,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,yes,yes,yes,yes,NA,NA,NA,NA,yes,NA,NA,NA,NA,yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No blood data
70,5,1987,3,14,NA,NA,adult,male,north,NA,NA,red,103,R0103,orange,2,O0002,NA,NA,NA,NA,3.25,720,299,NA,NA,300,39.8,23.2,130,23,71,74,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,yes,yes,yes,no,NA,NA,NA,NA,yes,NA,NA,NA,NA,yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
71,6,1987,3,14,NA,NA,adult,male,north,NA,NA,white,402,W402,white,401,W401,NA,NA,NA,NA,3.4,771,307,NA,NA,304,37.7,20.6,135,21.4,70,72,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,yes,yes,yes,yes,NA,NA,NA,NA,no,NA,NA,NA,NA,yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
72,7,1987,3,14,NA,NA,adult,male,north,NA,NA,purple,502,P502,purple,501,P501,NA,NA,NA,NA,3.6,770,330,NA,NA,320,38,20.8,135,23.7,70,71,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,yes,yes,yes,yes,NA,NA,NA,NA,yes,NA,NA,NA,NA,yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
73,8,1987,3,27,NA,NA,adult,male,north,NA,NA,white,450,W450,red,110,R110,NA,NA,NA,NA,3.4,753,316,NA,NA,312,36.7,21.3,138,22.5,70,71,NA,green,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,yes,yes,yes,no,NA,NA,NA,NA,yes,NA,NA,NA,NA,yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No Lice
74,9,1987,3,27,NA,NA,juven,male,north,NA,NA,white,410,W410,blue,209,B209,NA,NA,NA,NA,2.75,720,230,NA,NA,290,39,22.1,137,21.4,69,72,NA,yellow,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,yes,yes,yes,no,NA,NA,NA,NA,yes,NA,NA,NA,NA,yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Diarrhea
75,10,1987,3,28,NA,NA,juven,male,north,NA,NA,white,410,W410,blue,209,B209,NA,NA,NA,NA,2.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,no,no,no,no,NA,NA,NA,NA,no,NA,NA,NA,NA,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Recapture
76,11,1987,3,27,NA,NA,adult,male,north,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,3.4,777.875,323.85,NA,NA,339.852,46.5667,NA,165.1,22.225,57.15,71.4375,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,no,no,no,no,NA,NA,NA,NA,no,NA,NA,NA,NA,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MSB squeezed bit too hard
77,12,1987,4,4,NA,NA,adult,male,north,NA,NA,red,109,R0109,blue,273,B0273,NA,NA,NA,NA,3.2,750,325,NA,NA,299,36,17.45,136,25.66,67,65,yellow green,yellow,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,yes,yes,yes,no,NA,NA,NA,NA,yes,NA,NA,NA,NA,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,Red blotches on both air sacs,NA,NA,Master Cock. Breeder (written at top). Nape looks fine. Cloaca fine
